Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Mileage_Per_Year
5114,Fiat Linea Emotion,Mumbai,2011,48000,First,16.0,1368.0,90.0,5.0,3.0,0,0,1,0,1,13,1.2307692307692308
5115,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,First,16.1,1298.0,88.2,5.0,2.95,0,0,1,0,1,14,1.1500000000000001
5116,Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,First,25.0,1396.0,69.0,5.0,2.45,1,0,0,0,1,9,2.7777777777777777
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,First,14.84,2143.0,170.0,5.0,13.99,1,0,0,1,0,12,1.2366666666666666
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,First,11.57,2987.0,254.79,5.0,60.75,1,0,0,1,0,8,1.44625
5120,Honda City V MT AVN,Chennai,2012,41000,Second,16.8,1497.0,116.3,5.0,4.5,0,0,1,0,1,12,1.4000000000000001
5121,Hyundai i20 Magna,Mumbai,2010,58000,Second,18.5,1197.0,80.0,5.0,2.5,0,0,1,0,1,14,1.3214285714285714
5122,Toyota Fortuner 4x2 Manual,Chennai,2015,99000,First,13.0,2982.0,168.5,7.0,20.5,1,0,0,0,1,9,1.4444444444444444
5123,Hyundai Grand i10 Magna,Delhi,2014,31200,First,18.9,1197.0,82.0,5.0,3.9,0,0,1,0,1,10,1.89
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Second,15.0,1896.0,105.0,5.0,3.5,1,0,0,0,1,15,1.0
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,First,15.63,1499.0,110.4,5.0,8.3,0,0,1,1,0,8,1.95375
5126,Hyundai EON Magna Plus,Chennai,2012,45000,First,21.1,814.0,55.2,5.0,2.5,0,0,1,0,1,12,1.7583333333333335
5127,Nissan Micra XV CVT,Kolkata,2011,44000,First,19.15,1198.0,75.94,5.0,2.65,0,0,1,1,0,13,1.473076923076923
5128,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,First,19.0,1199.0,88.7,5.0,7.42,0,0,1,1,0,8,2.375
5129,Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,First,16.47,1198.0,74.0,5.0,4.63,0,0,1,0,1,8,2.05875
5130,Maruti Alto LXi,Kolkata,2008,42000,First,19.7,796.0,46.3,5.0,1.09,0,0,1,0,1,16,1.23125
5131,Hyundai Verna 1.6 SX,Delhi,2011,67000,First,22.32,1582.0,126.32,5.0,3.8,1,0,0,0,1,13,1.716923076923077
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,First,10.0,2148.0,170.0,5.0,15.75,1,0,0,1,0,11,0.9090909090909091
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,First,17.57,1193.0,88.7,5.0,5.27,0,0,1,0,1,9,1.9522222222222223
5134,Honda Brio S Option MT,Mumbai,2012,39566,Second,18.4,1198.0,86.8,5.0,2.75,0,0,1,0,1,12,1.5333333333333332
5135,Honda Jazz VX Diesel,Chennai,2016,14980,First,27.3,1498.0,98.6,5.0,7.4,1,0,0,0,1,8,3.4125
5136,Maruti Alto K10 VXI AGS,Jaipur,2017,18491,First,24.07,998.0,67.1,5.0,3.9,0,0,1,1,0,7,3.4385714285714286
5137,Maruti Zen VXi - BS III,Jaipur,2000,90000,Second,17.3,993.0,60.0,5.0,0.7,0,0,1,0,1,24,0.7208333333333333
5138,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,First,22.54,1396.0,88.73,5.0,5.9,1,0,0,0,1,9,2.5044444444444443
5139,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,First,22.7,1598.0,118.0,5.0,9.58,1,0,0,0,1,8,2.8375
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,First,14.21,2143.0,203.0,5.0,24.95,1,0,0,1,0,10,1.421
5141,Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,First,13.7,1399.0,98.82,7.0,4.29,0,0,1,0,1,9,1.5222222222222221
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Second,14.21,2143.0,203.0,5.0,11.5,1,0,0,1,0,13,1.093076923076923
5143,Mahindra XUV500 W4,Mumbai,2016,33000,First,16.0,2179.0,140.0,7.0,9.65,1,0,0,0,1,8,2.0
5144,Hyundai i10 Sportz,Mumbai,2015,20000,First,20.36,1197.0,78.9,5.0,3.75,0,0,1,0,1,9,2.2622222222222224
5145,Hyundai Getz 1.3 GLS,Pune,2007,143000,Second,14.2,1341.0,82.9,5.0,1.1,0,0,1,0,1,17,0.8352941176470587
5146,Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,First,12.07,2967.0,241.4,7.0,31.41,1,0,0,1,0,10,1.207
5147,Mahindra Scorpio SLE BSIV,Pune,2012,99000,Third,12.05,2179.0,120.0,8.0,6.0,1,0,0,0,1,12,1.0041666666666667
5148,Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,First,18.7,1199.0,88.7,5.0,5.55,0,0,1,0,1,8,2.3375
5149,Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,First,14.0,2179.0,138.1,7.0,10.91,1,0,0,0,1,7,2.0
5150,Mahindra XUV500 W6 2WD,Kolkata,2014,62000,First,15.1,2179.0,140.0,7.0,7.25,1,0,0,0,1,10,1.51
5151,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,First,22.07,1199.0,73.9,5.0,3.9,1,0,0,0,1,12,1.8391666666666666
5152,Maruti Swift Dzire ZDi,Delhi,2012,71082,First,19.3,1248.0,73.9,5.0,3.95,1,0,0,0,1,12,1.6083333333333334
5153,Audi Q3 2.0 TDI,Mumbai,2013,60000,First,15.73,1968.0,174.33,5.0,22.0,1,0,0,1,0,11,1.43
5154,Maruti Celerio ZXI,Delhi,2014,21701,First,23.1,998.0,67.04,5.0,3.38,0,0,1,0,1,10,2.31
5155,Honda City V MT Exclusive,Mumbai,2011,56000,First,16.8,1497.0,116.3,5.0,3.45,0,0,1,0,1,13,1.2923076923076924
5156,Hyundai i20 1.2 Spotz,Delhi,2016,32450,First,18.6,1197.0,81.83,5.0,5.75,0,0,1,0,1,8,2.325
5157,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,2.75,0,0,1,0,1,8,3.14625
5158,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,First,17.9,2143.0,136.0,5.0,30.3,1,0,0,1,0,5,3.5799999999999996
5159,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,First,22.7,1498.0,89.84,5.0,7.5,1,0,0,0,1,10,2.27
5160,Hyundai i20 Asta 1.2,Coimbatore,2015,35441,First,18.6,1197.0,81.83,5.0,6.87,0,0,1,0,1,9,2.066666666666667
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,First,12.99,2494.0,100.6,7.0,15.2,1,0,0,0,1,9,1.4433333333333334
5162,Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,First,21.64,1461.0,84.8,5.0,3.5,1,0,0,0,1,12,1.8033333333333335
5163,Maruti Swift VDI BSIV,Hyderabad,2014,89000,First,25.2,1248.0,74.0,5.0,5.85,1,0,0,0,1,10,2.52
5164,Maruti A-Star Vxi,Hyderabad,2010,68375,First,19.0,998.0,66.1,5.0,2.5,0,0,1,0,1,14,1.3571428571428572
5165,Maruti Swift ZXI,Pune,2013,52000,First,18.6,1197.0,85.8,5.0,3.95,0,0,1,0,1,11,1.6909090909090911
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,First,17.9,2143.0,136.0,5.0,27.0,1,0,0,1,0,7,2.557142857142857
5167,Maruti Ertiga ZXI,Bangalore,2014,68000,Second,16.02,1373.0,93.7,7.0,6.75,0,0,1,0,1,10,1.6019999999999999
5168,Maruti Wagon R LXI,Jaipur,2007,71000,Second,18.9,998.0,67.1,5.0,1.5,0,0,1,0,1,17,1.1117647058823528
5169,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,First,22.07,1199.0,73.9,5.0,3.9,1,0,0,0,1,12,1.8391666666666666
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,First,22.7,1498.0,89.84,5.0,6.55,1,0,0,0,1,10,2.27
5171,Honda City i DTEC VX,Kochi,2017,65850,First,25.1,1498.0,98.6,5.0,9.44,1,0,0,0,1,7,3.585714285714286
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,First,14.28,1798.0,138.03,5.0,10.77,0,0,1,0,1,9,1.5866666666666667
5173,Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,First,15.1,2179.0,140.0,7.0,7.5,1,0,0,0,1,10,1.51
5174,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,First,24.7,796.0,47.3,5.0,3.0,0,0,1,0,1,8,3.0875
5175,BMW 5 Series 530d M Sport,Chennai,2010,58000,First,18.59,2993.0,265.0,5.0,11.75,1,0,0,1,0,14,1.3278571428571428
5176,Hyundai EON D Lite Plus,Kochi,2016,29832,First,21.1,814.0,55.2,5.0,3.29,0,0,1,0,1,8,2.6375
5177,Maruti Swift Dzire VDI,Chennai,2016,71156,First,26.59,1248.0,74.0,5.0,6.5,1,0,0,0,1,8,3.32375
5179,Audi A4 2.0 TDI,Hyderabad,2011,54000,First,16.55,1968.0,147.51,5.0,18.0,1,0,0,1,0,13,1.2730769230769232
5180,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Second,13.7,1798.0,157.75,5.0,4.95,0,0,1,1,0,15,0.9133333333333333
5181,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,First,17.57,1193.0,88.7,5.0,4.52,0,0,1,0,1,9,1.9522222222222223
5182,Force One LX ABS 7 Seating,Kolkata,2014,41000,First,17.0,2149.0,139.07,7.0,8.0,1,0,0,0,1,10,1.7
5183,Honda City i-VTEC VX,Coimbatore,2013,38622,First,17.4,1497.0,117.3,5.0,6.26,0,0,1,0,1,11,1.5818181818181818
5184,Nissan Sunny 2011-2014 XV,Chennai,2016,18000,First,16.95,1498.0,97.7,5.0,7.5,0,0,1,0,1,8,2.11875
5185,Maruti Swift 1.3 LXI,Delhi,2012,52000,First,16.1,1197.0,74.0,5.286452057152694,3.65,0,0,1,0,1,12,1.3416666666666668
5186,Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,First,14.4,1598.0,103.6,5.0,3.35,0,0,1,1,0,13,1.1076923076923078
5187,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,First,15.74,1591.0,121.3,5.0,5.5,0,0,1,1,0,10,1.574
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,First,22.0,1582.0,126.2,5.0,5.25,1,0,0,1,0,12,1.8333333333333333
5189,Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,First,16.55,1968.0,140.0,5.0,16.25,1,0,0,1,0,12,1.3791666666666667
5190,Maruti SX4 Vxi BSIV,Delhi,2009,92000,First,15.5,1586.0,103.3,5.0,2.7,0,0,1,0,1,15,1.0333333333333334
5191,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,First,12.62,2198.0,158.0,7.0,32.9,1,0,0,1,0,5,2.524
5192,Maruti Swift LXI BSIV,Coimbatore,2008,50121,First,20.4,1197.0,83.11,5.0,3.41,0,0,1,0,1,16,1.275
5193,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,First,24.0,1120.0,70.0,5.0,4.15,1,0,0,0,1,10,2.4
5194,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Second,20.14,1498.0,88.8,5.0,5.9,1,0,0,0,1,10,2.0140000000000002
5195,Mercedes-Benz E-Class 230,Pune,2012,100000,First,10.0,2496.0,157.7,5.0,11.5,0,0,1,1,0,12,0.8333333333333334
5196,Hyundai i20 Asta 1.2,Kolkata,2015,41000,First,18.6,1197.0,81.83,5.0,4.75,0,0,1,0,1,9,2.066666666666667
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,First,24.07,998.0,67.1,5.0,3.5,0,0,1,1,0,9,2.6744444444444446
5198,Maruti Ertiga VDI,Pune,2014,71899,First,20.77,1248.0,88.76,7.0,7.25,1,0,0,0,1,10,2.077
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,First,23.1,998.0,67.04,5.0,4.35,0,0,1,1,0,8,2.8875
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,22.5,999.0,67.0,5.0,4.99,0,0,1,1,0,6,3.75
5201,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,First,12.05,2179.0,120.0,8.0,7.65,1,0,0,0,1,11,1.0954545454545455
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,First,12.8,2494.0,102.0,7.0,9.0,1,0,0,0,1,13,0.9846153846153847
5203,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,First,22.07,1199.0,73.9,5.0,6.9,1,0,0,0,1,7,3.152857142857143
5204,Ford Figo Diesel ZXI,Chennai,2011,56500,First,20.0,1399.0,68.0,5.0,2.9,1,0,0,0,1,13,1.5384615384615385
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,First,20.45,1461.0,83.8,5.0,5.75,1,0,0,0,1,10,2.045
5206,Force One LX 4x4,Kolkata,2014,41000,First,17.0,2200.0,139.01,7.0,8.0,1,0,0,0,1,10,1.7
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,22.5,999.0,67.0,5.0,4.41,0,0,1,1,0,7,3.2142857142857144
5208,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,First,21.14,1498.0,103.52,5.0,4.95,1,0,0,0,1,11,1.9218181818181819
5209,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,First,16.0,2179.0,140.0,7.0,14.4,1,0,0,1,0,8,2.0
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,First,20.0,1399.0,68.05,5.0,2.95,1,0,0,0,1,12,1.6666666666666667
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,First,15.96,2523.0,62.1,7.0,8.14,1,0,0,0,1,7,2.2800000000000002
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,20.64,1498.0,108.5,5.0,8.45,1,0,0,0,1,8,2.58
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,12.99,2494.0,100.0,8.0,12.5,1,0,0,0,1,9,1.4433333333333334
5214,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,First,15.1,2179.0,140.0,7.0,6.5,1,0,0,0,1,12,1.2583333333333333
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Second,15.8,1499.0,110.0,5.0,7.72,0,0,1,0,1,9,1.7555555555555555
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,First,16.96,1968.0,138.1,5.0,8.0,1,0,0,1,0,13,1.3046153846153847
5217,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Second,13.93,2179.0,138.0,7.0,3.0,1,0,0,0,1,15,0.9286666666666666
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,First,8.2,2993.0,245.0,4.0,29.0,1,0,0,1,0,11,0.7454545454545454
5219,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,First,16.47,1198.0,74.0,5.0,4.11,0,0,1,0,1,10,1.6469999999999998
5220,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,First,18.5,1197.0,82.9,5.0,5.37,0,0,1,0,1,9,2.0555555555555554
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,First,20.77,1248.0,88.8,7.0,6.55,1,0,0,0,1,11,1.8881818181818182
5222,Honda City i VTEC V,Chennai,2015,23000,First,17.4,1497.0,117.3,5.0,7.0,0,0,1,0,1,9,1.9333333333333331
5223,Honda City 1.5 S MT,Mumbai,2014,57000,First,17.0,1497.0,118.0,5.0,5.48,0,0,1,0,1,10,1.7
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,First,16.96,1968.0,138.03,5.0,6.51,1,0,0,1,0,11,1.541818181818182
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,First,25.8,1498.0,98.6,5.0,5.15,1,0,0,0,1,8,3.225
5226,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Second,15.1,2179.0,140.0,7.0,9.0,1,0,0,0,1,11,1.3727272727272728
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Second,14.53,1798.0,138.1,5.0,2.75,0,0,1,1,0,16,0.908125
5229,BMW 3 Series 320d,Bangalore,2012,73000,First,22.69,1995.0,190.0,5.0,12.5,1,0,0,1,0,12,1.8908333333333334
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,23.0,1498.0,98.96,5.0,7.69,1,0,0,0,1,7,3.2857142857142856
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,First,18.5,1197.0,82.85,5.0,4.57,0,0,1,0,1,11,1.6818181818181819
5232,Honda City 1.5 S AT,Mumbai,2013,51000,First,16.8,1497.0,118.0,5.0,4.5,0,0,1,1,0,11,1.5272727272727273
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,First,23.2,1248.0,73.94,5.0,4.9,1,0,0,0,1,9,2.5777777777777775
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,First,19.81,1086.0,68.05,5.0,1.65,0,0,1,0,1,16,1.238125
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,First,18.2,1199.0,82.4,5.0,3.25,0,0,1,0,1,9,2.022222222222222
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,First,22.32,1582.0,126.32,5.0,6.25,1,0,0,0,1,12,1.86
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591.0,121.3,5.0,12.13,0,0,1,0,1,6,2.6333333333333333
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,First,18.2,1199.0,82.4,5.0,3.25,0,0,1,0,1,11,1.6545454545454545
5239,Audi Q5 2.0 TDI,Hyderabad,2013,72000,First,14.16,1968.0,174.3,5.0,29.0,1,0,0,1,0,11,1.2872727272727273
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,First,17.0,1497.0,118.0,5.0,5.53,0,0,1,0,1,11,1.5454545454545454
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,17.0,1497.0,121.36,5.0,8.75,0,0,1,0,1,7,2.4285714285714284
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Second,12.07,2967.0,241.4,7.0,37.9,1,0,0,1,0,10,1.207
5243,Hyundai i10 Magna 1.2,Delhi,2010,62000,First,20.36,1197.0,78.9,5.0,2.4,0,0,1,0,1,14,1.4542857142857142
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,First,17.0,1197.0,80.0,5.0,4.55,0,0,1,0,1,10,1.7
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Second,17.5,1197.0,85.8,5.0,2.65,0,0,1,0,1,13,1.3461538461538463
5246,Tata Indica V2 eLX,Pune,2017,49000,Second,25.0,1396.0,69.0,5.0,1.6,1,0,0,0,1,7,3.5714285714285716
5247,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Second,16.2,2993.0,235.0,5.0,25.72,1,0,0,1,0,12,1.3499999999999999
5248,Maruti Swift VDI,Ahmedabad,2013,60000,First,22.9,1248.0,74.0,5.0,4.15,1,0,0,0,1,11,2.0818181818181816
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,19.0,1194.0,94.68,5.0,7.23,0,0,1,0,1,6,3.1666666666666665
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Second,13.9,1599.0,103.2,5.0,2.6,0,0,1,0,1,16,0.86875
5251,BMW 3 Series 320d Highline,Mumbai,2008,66000,Second,16.07,1995.0,181.0,5.0,7.25,1,0,0,1,0,16,1.004375
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,First,12.8,2494.0,102.0,8.0,14.29,1,0,0,0,1,7,1.8285714285714287
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Second,14.94,2143.0,204.0,5.0,17.25,1,0,0,1,0,13,1.1492307692307693
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,First,22.54,1582.0,126.2,5.0,7.5,1,0,0,0,1,11,2.049090909090909
5255,Maruti Ritz ZDi,Hyderabad,2014,60000,First,23.2,1248.0,73.94,5.0,4.35,1,0,0,0,1,10,2.32
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,24.3,1248.0,88.5,5.0,8.9,1,0,0,0,1,8,3.0375
5257,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Second,19.1,1197.0,82.0,5.0,3.5,0,0,1,0,1,8,2.3875
5258,Honda City i DTEC V,Kolkata,2014,56002,First,26.0,1498.0,98.6,5.0,6.1,1,0,0,0,1,10,2.6
5259,Renault KWID RXT,Mumbai,2016,8554,First,25.17,799.0,53.3,5.0,3.2,0,0,1,0,1,8,3.14625
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,23.59,1364.0,67.06,5.0,4.9,1,0,0,0,1,10,2.359
5261,Maruti Alto K10 VXI,Kochi,2015,37929,First,24.07,998.0,67.1,5.0,3.69,0,0,1,0,1,9,2.6744444444444446
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,23.84,1199.0,84.0,5.0,3.98,0,0,1,0,1,8,2.98
5263,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,First,21.9,1396.0,90.0,5.0,2.95,1,0,0,0,1,11,1.9909090909090907
5264,Audi A4 2.0 TDI,Kochi,2014,55730,First,16.55,1968.0,147.51,5.0,15.21,1,0,0,1,0,10,1.655
5265,Maruti Swift VDI,Hyderabad,2015,62000,First,28.4,1248.0,74.0,5.0,6.3,1,0,0,0,1,9,3.1555555555555554
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,17.0,1198.0,73.75,5.0,6.69,0,0,1,0,1,7,2.4285714285714284
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,16.0,1497.0,117.3,7.0,9.5,0,0,1,1,0,7,2.2857142857142856
5268,Hyundai i20 Asta,Mumbai,2009,28000,First,17.0,1197.0,80.0,5.0,2.65,0,0,1,0,1,15,1.1333333333333333
5269,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,First,14.66,2199.0,194.3,7.0,7.5,1,0,0,0,1,12,1.2216666666666667
5270,Honda City 1.5 GXI,Bangalore,2002,53000,Second,0.0,1197.0,74.0,5.286452057152694,1.85,0,0,1,0,1,22,0.0
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,23.1,998.0,67.04,5.0,5.63,0,0,1,1,0,6,3.85
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591.0,121.3,5.0,11.78,0,0,1,0,1,6,2.6333333333333333
5273,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Second,17.88,1396.0,52.8,5.0,0.85,1,0,0,0,1,20,0.8939999999999999
5274,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,First,15.04,1598.0,103.6,5.0,3.35,0,0,1,0,1,13,1.156923076923077
5275,Maruti Celerio VXI,Kochi,2015,60586,First,23.1,998.0,67.04,5.0,4.11,0,0,1,0,1,9,2.566666666666667
5276,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,First,17.9,2143.0,136.0,5.0,25.51,1,0,0,1,0,9,1.9888888888888887
5277,Maruti Alto 800 LXI,Jaipur,2017,30000,First,22.74,796.0,47.3,5.0,3.1,0,0,1,0,1,7,3.248571428571428
5278,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,First,10.91,3198.0,197.0,7.0,33.5,1,0,0,1,0,6,1.8183333333333334
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,17.57,1193.0,88.7,5.0,4.8,0,0,1,0,1,7,2.5100000000000002
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,16.09,1598.0,103.5,5.0,3.49,0,0,1,0,1,10,1.609
5281,Maruti Ertiga ZXI,Mumbai,2012,25000,Second,17.5,1373.0,91.1,7.0,5.15,0,0,1,0,1,12,1.4583333333333333
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,14.0,2987.0,224.0,5.0,14.41,1,0,0,1,0,13,1.0769230769230769
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,First,16.2,1199.0,74.0,5.0,4.75,0,0,1,0,1,10,1.6199999999999999
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,First,12.55,2982.0,168.5,7.0,19.0,1,0,0,1,0,9,1.3944444444444446
5285,Maruti Celerio VXI,Hyderabad,2017,17000,First,23.1,998.0,67.04,5.0,4.9,0,0,1,0,1,7,3.3000000000000003
5286,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Second,16.07,1995.0,181.0,4.0,6.3,1,0,0,1,0,16,1.004375
5287,Honda City ZX VTEC,Jaipur,2006,100173,Second,16.9,1497.0,100.0,5.0,2.4,0,0,1,0,1,18,0.9388888888888888
5288,Mitsubishi Cedia Sports,Pune,2009,97000,First,13.17,1999.0,114.0,5.0,3.0,0,0,1,0,1,15,0.878
5289,Renault Pulse Petrol RxL,Delhi,2016,40190,First,18.06,1198.0,74.93,5.0,4.25,0,0,1,0,1,8,2.2575
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,20.14,1498.0,88.0,5.0,6.3,1,0,0,0,1,8,2.5175
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,First,21.1,998.0,100.0,5.0,8.15,0,0,1,0,1,6,3.516666666666667
5292,Hyundai i10 Magna,Kochi,2012,37333,First,20.36,1197.0,78.9,5.0,3.22,0,0,1,0,1,12,1.6966666666666665
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,First,18.6,1197.0,81.83,5.0,7.65,0,0,1,0,1,6,3.1
5294,BMW Z4 2009-2013 35i,Delhi,2011,25000,First,10.37,2979.0,306.0,2.0,30.0,0,0,1,1,0,13,0.7976923076923076
5295,Hyundai i10 Sportz 1.2,Pune,2010,72400,Second,20.36,1197.0,78.9,5.0,2.3,0,0,1,0,1,14,1.4542857142857142
5296,Mini Cooper S Carbon Edition,Delhi,2012,18000,First,13.6,1598.0,181.0,4.0,22.0,0,0,1,1,0,12,1.1333333333333333
5297,Honda Brio V MT,Pune,2012,65167,First,19.4,1198.0,86.8,5.0,3.28,0,0,1,0,1,12,1.6166666666666665
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,First,20.73,1373.0,91.2,5.0,7.09,0,0,1,0,1,8,2.59125
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,First,19.3,1248.0,73.9,5.0,6.46,1,0,0,0,1,11,1.7545454545454546
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,First,22.07,1199.0,73.9,5.0,4.0,1,0,0,0,1,12,1.8391666666666666
